Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Weight,Price_euros
Dell,Notebook,15.6,1920,5,8,1024,2.36,638.8
MSI,Gaming,17.3,1920,7,8,356,2.6,1599
Asus,Gaming,17.3,1920,7,16,1252,4.3,2299
Dell,Ultrabook,12.5,1366,3,4,500,1.5,1135.15
Dell,Ultrabook,12.5,1366,3,4,228,1.5,1166.97
HP,Workstation,17.3,1920,7,8,1024,3,2899
Lenovo,Gaming,15.6,1920,7,16,612,2.4,1199
Dell,Ultrabook,12.5,1366,5,8,356,1.5,1413.1
MSI,Gaming,17.3,1920,7,8,1252,2.9,1511.19
Lenovo,2 in 1 Convertible,15.6,1920,5,4,356,2.1,867
Asus,Gaming,15.6,1920,7,16,1252,2.59,1339
Dell,Notebook,15.6,1366,5,4,500,2.24,769.15
Lenovo,Notebook,15.6,1366,3,4,228,2.1,429
HP,Ultrabook,13.3,1920,7,8,612,1.16,1969
Dell,Ultrabook,13.3,1920,7,8,356,1.23,1379
Lenovo,Gaming,17.3,1920,7,16,1380,4.6,2749.99
Razer,Ultrabook,12.5,3940,7,8,356,1.25,1029
Toshiba,Ultrabook,13.3,1920,7,16,612,1.05,2226
Asus,Gaming,17.3,1920,7,8,1252,3.52,1312.49
HP,Notebook,13.3,1920,5,8,356,1.16,1690
HP,Notebook,14,1920,5,8,356,1.43,1513
Dell,Notebook,15.6,1366,5,4,500,2.09,523.63
Asus,Notebook,15.6,1366,3,4,1024,2,435
Lenovo,2 in 1 Convertible,14,1920,7,8,356,1.8,1669
HP,Ultrabook,12.5,1366,5,8,356,1.26,1895
Lenovo,Gaming,15.6,1920,5,8,1252,2.4,989
HP,Gaming,17.3,1920,5,8,1252,3.35,1129
HP,Notebook,15.6,1366,7,8,2048,2.04,629
Lenovo,2 in 1 Convertible,14,1920,7,8,612,1.8,2050.38
HP,Ultrabook,15.6,1920,7,8,356,1.84,752
Acer,Notebook,15.6,1920,5,4,1024,2.23,616
Lenovo,Notebook,15.6,1920,7,16,1024,2.5,1099
HP,Workstation,17.3,1920,7,8,356,3,3949.4
Dell,Notebook,15.6,1366,5,8,1024,2.5,784
MSI,Gaming,17.3,1920,7,16,1380,3.78,2399
HP,Ultrabook,15.6,1920,7,8,356,1.88,2171.72
Lenovo,2 in 1 Convertible,14,2660,7,16,612,2.8,2440
MSI,Gaming,15.6,1920,7,8,1252,2.4,1142.8
HP,2 in 1 Convertible,13.3,1920,5,8,356,1.48,1629
HP,Workstation,15.6,1920,7,8,356,2.59,2229
HP,2 in 1 Convertible,13.3,2660,7,8,356,1.48,1799
HP,Workstation,15.6,1920,7,8,356,2,1899
HP,Ultrabook,12.5,1920,7,8,356,1.26,2296.95
Dell,Notebook,15.6,1920,7,8,356,2.18,1009.9
HP,Notebook,15.6,1920,5,8,356,1.88,1579
Lenovo,2 in 1 Convertible,14,2660,7,8,356,1.27,2339
Lenovo,Notebook,15.6,1366,3,4,1024,1.9,339
Lenovo,Notebook,15.6,1920,5,8,1024,2.32,599
Dell,Gaming,15.6,1920,7,8,1024,2.62,1199
Dell,Notebook,15.6,3940,5,8,356,2.04,2250.68
MSI,Gaming,17.3,1920,7,16,1380,2.7,1492.8
Lenovo,Ultrabook,14,1920,7,12,612,1.4,2299
Lenovo,Notebook,15.6,1920,5,8,1024,2.5,788.49
HP,2 in 1 Convertible,13.3,2660,7,8,612,1.48,2041
Lenovo,Ultrabook,14,1920,7,8,356,1.7,1499
MSI,Gaming,14,1920,7,16,1380,1.7,1769
HP,Gaming,15.6,1920,7,8,1024,2.62,899
Lenovo,Notebook,15.6,1366,3,8,1024,2.2,459
HP,Notebook,15.6,1366,5,4,500,2.1,476.99
Dell,Gaming,15.6,3840,7,8,1252,2.62,1498
Lenovo,Notebook,15.6,1920,5,8,356,1.95,1390
Lenovo,Notebook,15.6,1920,3,4,1024,2.2,468
MSI,Gaming,15.6,1920,7,8,1024,2.2,839
HP,Notebook,15.6,1920,7,8,356,1.96,679
HP,Notebook,15.6,1920,7,16,612,2.1,1159
Lenovo,Notebook,15.6,1366,5,4,500,2.1,398
Lenovo,Notebook,15.6,1920,7,8,1024,2.2,709
Asus,Notebook,14,1920,3,4,356,2,769
Lenovo,Notebook,15.6,1920,7,4,1024,2.32,825
Lenovo,Gaming,15.6,1920,7,16,612,3.31,1305
MSI,Gaming,15.6,1920,7,16,1252,1.91,2153.37
HP,Notebook,15.6,1366,3,4,500,2.07,650
Lenovo,2 in 1 Convertible,14,2660,5,8,356,1.36,1637
Lenovo,Ultrabook,15.6,1920,7,6,356,1.54,831
Dell,Notebook,15.6,1920,7,8,356,1.98,895.01
HP,Notebook,15.6,1920,7,6,1024,2.18,799
Asus,Gaming,15.6,1920,7,8,1380,2.591,909
Dell,2 in 1 Convertible,15.6,1920,7,16,612,2.09,1179
Acer,Notebook,15.6,1920,5,4,356,2.23,691
Dell,Ultrabook,13.3,3200,5,8,356,1.23,1099
Acer,Gaming,17.3,1920,7,16,1380,4.2,2599
Lenovo,Gaming,15.6,1920,5,8,1024,2.4,819
HP,Notebook,15.6,1366,5,4,500,1.86,485
Dell,2 in 1 Convertible,13.3,1920,5,8,356,1.6,1199
HP,Notebook,15.6,1920,7,12,1252,2.21,1327
Lenovo,Notebook,15.6,1366,3,4,1024,1.9,368
Asus,Gaming,17.3,1920,7,16,1636,4.3,2150
MSI,Gaming,17.3,1920,7,16,1380,2.43,2048.9
Dell,Notebook,15.6,1366,3,4,228,2.3,499
Lenovo,Notebook,15.6,1366,7,8,500,2.2,629
Dell,2 in 1 Convertible,15.6,1920,7,16,612,2,1285
Dell,Ultrabook,13.3,3200,7,16,612,1.2,2680
Asus,Gaming,15.6,1920,7,8,1024,2.2,1169
Dell,Notebook,15.6,1920,5,8,356,2.36,889
HP,Notebook,15.6,1366,5,8,356,1.91,579
Acer,Notebook,17.3,1600,3,8,1024,3.3,629
Asus,Gaming,15.6,1920,7,16,1380,2.2,2449
Asus,Notebook,15.6,1920,7,16,1252,2.2,1749
MSI,Gaming,17.3,1920,7,16,1380,2.43,1948.99
Dell,2 in 1 Convertible,15.6,1920,5,8,356,2.191,999
Asus,Gaming,17.3,1920,7,16,1380,2.9,1949
Acer,Notebook,17.3,1600,3,4,1024,3.3,598
Lenovo,Notebook,17.3,1600,5,8,1024,2.8,539
Lenovo,Gaming,15.6,1920,7,8,1252,2.6,1272
Acer,2 in 1 Convertible,14,1920,7,8,356,1.2,1149
Lenovo,Notebook,15.6,1920,7,8,356,2.3,1529
MSI,Gaming,15.6,1920,7,8,1252,2.2,1476.11
Dell,Ultrabook,12.5,1920,5,8,356,1.26,1713.37
Dell,2 in 1 Convertible,15,1920,3,4,500,2.08,509
Dell,Ultrabook,13.3,3200,7,8,356,1.29,1477
Dell,Notebook,15.6,1366,5,4,1024,2.18,521.86
Lenovo,Gaming,15.6,1920,7,16,1252,2.6,1029
MSI,Gaming,15.6,1920,7,8,1252,2.2,1149
Lenovo,Netbook,12.5,1920,7,16,612,1.3,1650
Razer,Gaming,14,1920,7,16,1124,1.95,3499
Dell,Notebook,15.6,1466,3,8,1024,2.3,469.01
MSI,Gaming,17.3,1920,7,16,1380,2.7,1598
Apple,Ultrabook,11.6,1366,5,4,356,1.08,959
HP,Notebook,15.6,1920,3,4,1024,2.1,478
HP,Ultrabook,14,2560,7,8,356,1.54,2198.19
Dell,Notebook,15.6,1366,5,4,500,2.24,737
MSI,Gaming,15.6,1920,7,8,1252,2.3,1169
Lenovo,Notebook,13.3,1920,7,16,612,1.4,1499
Asus,Ultrabook,13.3,1920,7,8,356,1.45,1280
Acer,Notebook,15.6,1366,3,4,500,2.4,361.8
Dell,2 in 1 Convertible,17.3,1920,7,16,612,2.77,1799
HP,Notebook,14,1920,5,4,356,1.54,1099.99
Asus,Gaming,15.6,1920,7,16,1380,2.5,1600
Dell,Notebook,14,1366,5,4,500,1.6,875
Asus,Gaming,15.6,1920,7,16,1380,2.34,2325
Lenovo,Notebook,15.6,1920,5,8,356,2.3,573
Dell,2 in 1 Convertible,13.3,3200,5,8,356,1.24,1813
Lenovo,Notebook,15.6,1920,3,6,228,2.4,569
Lenovo,Notebook,14,1920,5,8,356,1.9,1072
Asus,Gaming,17.3,1920,7,16,1252,4,1900
Dell,Notebook,15.6,1366,3,4,500,2.29,490
Lenovo,Notebook,15.6,1920,7,8,1024,2.32,895
MSI,Gaming,15.6,1920,7,8,1252,2.4,1229
Lenovo,2 in 1 Convertible,14,1920,5,4,228,1.8,833.01
Dell,Notebook,15.6,1366,3,6,1024,2.3,459
Lenovo,Notebook,15.6,1920,7,8,1024,2.6,899
Dell,Notebook,15.6,1366,7,8,1024,2.3,805.99
Asus,Notebook,15.6,1366,7,4,500,2.2,720.32
Lenovo,2 in 1 Convertible,14,1920,7,4,228,1.8,638
Lenovo,2 in 1 Convertible,13.3,3200,7,16,612,1.3,1499
HP,Notebook,15.6,1366,7,6,1024,2.19,764
Dell,Notebook,15.6,1366,3,6,1024,2.3,459
Lenovo,Notebook,15.6,1920,7,8,1024,2.6,899
Dell,Notebook,15.6,1366,7,8,1024,2.3,805.99
Asus,Notebook,15.6,1366,7,4,500,2.2,720.32
Lenovo,2 in 1 Convertible,14,1920,7,4,228,1.8,638
Lenovo,2 in 1 Convertible,13.3,3200,7,16,612,1.3,1499
HP,Notebook,15.6,1366,7,6,1024,2.19,764
Dell,Notebook,15.6,1366,3,6,1024,2.3,459
Lenovo,Notebook,15.6,1920,7,8,1024,2.6,899
Dell,Notebook,15.6,1366,7,8,1024,2.3,805.99
Asus,Notebook,15.6,1366,7,4,500,2.2,720.32
Lenovo,2 in 1 Convertible,14,1920,7,4,228,1.8,638
Lenovo,2 in 1 Convertible,13.3,3200,7,16,612,1.3,1499
HP,Notebook,15.6,1366,7,6,1024,2.19,764
